sentiment,text,user
"neutral","RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG","_Petit_Etre_"
"neutral","#StopRussia #StopPutinNOW #StopRussianAgression https://t.co/mri5WOEQny","Mah33912737"
"negative","RT @ukraine_world: ‼ ️Russian military opened a bazaar for the sale of loot in Belarus\n\nSource: Central Intelligence Agency of Ukraine\n\n▪️I…","stephenalbert11"
"negative","RT @ukraine_world: ‼ ️Russian military opened a bazaar for the sale of loot in Belarus\n\nSource: Central Intelligence Agency of Ukraine\n\n▪️I…","loveraiser"
"neutral","RT @StratcomCentre: Antonov 225 Mriya after Russia came and went\n\n#StopRussia https://t.co/o0ebyq43bk","bomwata"
"neutral","RT @uacrisis: 🇺🇦 The flag of Ukraine was solemnly raised above the Chornobyl NPP and the anthem was played.\n\nSource: Energoatom\n\n#stoprussi…","people_NOTcorps"
"positive","“Good Saturday morning 🇺🇦\n\n“SBU special forces send the Russian occupiers to their native Zaporizhzhya 24/7, withou… https://t.co/XZXsKWCXoy","SteppeWest"
"negative","RT @notonlyputin: Reaction to the video that shows the ruins of Mariupol, documented on March 17.\n\n💬The comment on the second photo says, „…","22Slava_Ukraine"
"neutral","RT @qirimhaber: 🔴Rusya'da (38 gündür Ukrayna'yı bombalayan) Su #savaş uçaklarını üreten fabrikanın genel müdürü Yuriy Slyusar, #Rusya'nın #…","SavasORHAN52"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","EL62278131"
"positive","RT @Mariana_Betsa: Energodar now. Russian invaders shell the peaceful civilians in the city centre  #StopRussia #StandWithUkraine https://t…","Mati17708274"
"neutral","@worldonalert #StopRussia #StopRussianWarCrimes #NATOMustDoMore #PreventGenocide https://t.co/NQuyXjfydf","soskroba1"
"negative","RT @notonlyputin: 💬«Fuck it. All the same sping already, it's time to fertilize the ground»\n\n💬«Helicopters shot down near Mariupol could ha…","sashkiin"
"negative","RT @ukraine_world: ‼ ️Russian military opened a bazaar for the sale of loot in Belarus\n\nSource: Central Intelligence Agency of Ukraine\n\n▪️I…","maryxma"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","HtsSlt"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","Sol_Vita_2022"
"neutral","RT @notonlyputin: Comment under the YouTube video\n\n💬 “Who cares about Ukrainians? Even if tomorrow the nuclear bomb would be dropped on the…","22Slava_Ukraine"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","TrumpluvsObama"
"neutral","The police detained the Russian for correcting the inscription on the packaging of the sausage. So that everyone ca… https://t.co/uBPoGbbofC","dnyadaniil"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","runawayrene"
"neutral","RT @armyinformcomua: Everything is going according to the plan. Somewhere in taiga. \nBy Oleksiy Kustovsky\n\n#груз200 #StopRussia #StopPutin…","tashamin2"
"neutral","#StopRussia #IStandWithUkraine 🇺🇦 https://t.co/e7jNH1cEjY","WayneSisk1"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","deljrich"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","ksbrooker"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","ConstanceBens14"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","bardelotnzl"
"neutral","RT @verkhovna_rada: ⚡️Бородянка Київської області після обстрілів російськими терористами. Відео місцевих жителів.\n#StopRussia \n#RussiaTerr…","sergey_slv"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","billygnichols"
"neutral","RT @dmitry_gordon: На Чернобыльской АЭС снова подняли флаг Украины\n#Чернобыль #Украина #Россия #агрессияРоссии #вторжениеРоссии #stoprussia…","morda23183611"
"positive","RT @DefenceU: 153 killed Ukrainian children will never be able to taste chocolate again. We call on @ritter_sport to leave russia and stop…","7VAMPIR"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","McweeneySandra"
"positive","RT @OTregub: A deer with deep burns rescued by local residents after Russian shelling near Kyiv on March 30, 2022. Picture taken on April 1…","Katja_SVK"
"neutral","RT @NPU_GOV_UA: Ігор Клименко: Ми посилюємо поліцейську присутність в Ірпені  \nhttps://t.co/nxY5LEIsYb\n\n#stoprussia https://t.co/NRrVgjQXND","AARON57542259"
"neutral","ธงของประเทศยูเครนถูกยกขึ้นในอาณาเขตของโรงไฟฟ้านิวเคลียร์Chernobyl !!\n\n#ยูเครน #รัสเซียยูเครน #RussiaUkraine… https://t.co/ZYBkj4GpVV","YugBamBaby"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","eric_paquet01"
"neutral","RT @Skripka_show: Подписчики прислали…\nМенять аву?\nДа - ретвит, нет - лайк!\n#StopRussia https://t.co/Z53XDKgpUh","Stas52354021"
"negative","RT @ua_parliament: Since February 24 Russia has committed endless horde war crimes in #Ukraine. And they have not gone unnoticed by the wor…","or_otta"
"neutral","#StopRussia #IStandWithUkraine 🇺🇦 https://t.co/RQTddWxrug","WayneSisk1"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","changnoi2018"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","davidjmcarson1"
"neutral","RT @StratcomCentre: Antonov 225 Mriya after Russia came and went\n\n#StopRussia https://t.co/o0ebyq43bk","nyao_ayu"
"neutral","RT @dmitry_gordon: Освобожденные после обмена украинские военные уже направляются к своим родным\n#Украина #Россия #агрессияРоссии #вторжени…","Samadhi911"
"positive","RT @hwag_ucmc: ❗️#Zaporizhzhia region, #Energodar \n\nToday Energodar shuddered at the powerful explosions and shots. They were heard after a…","TrumpluvsObama"
"positive","RT @OTregub: A deer with deep burns rescued by local residents after Russian shelling near Kyiv on March 30, 2022. Picture taken on April 1…","mikebilotti"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","EustacePinfold"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","mslindblom"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","funny_friday"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","Wistleblower3"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","redhed67"
"negative","RT @Gerashchenko_en: #Ukraine️ has been resisting the “second strongest army in the world” for 39 days. It’s unbelievable.\n\nThese are their…","FrancesJ42"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","corbitt_billy"
"neutral","RT @rnbo_gov_ua: ❗️ЦПД звертається до урядів Франції, Угорщини та Німеччини з проханням вплинути на фармкомпанії, що ведуть бізнес в росії…","assecuro_ike"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","celticsparky"
"neutral","RT @ServiceSsu: Доброго суботнього ранку 🇺🇦\n\nСпецпризначенці СБУ у режимі 24/7, без перерв і вихідних, відправляють російських окупантів до…","Oles84179873"
"negative","RT @With__Ukraine: British sources claim that Chinese government hackers carried out a series of cyberattacks on Ukrainian military and ene…","TheKitRose"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","andrabrige"
"negative","RT @ukraine_world: ‼ ️Russian military opened a bazaar for the sale of loot in Belarus\n\nSource: Central Intelligence Agency of Ukraine\n\n▪️I…","TwiJso"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","CourticeKen"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","IanCPilarczyk"
"neutral","RT @ServiceSsu: Доброго суботнього ранку 🇺🇦\n\nСпецпризначенці СБУ у режимі 24/7, без перерв і вихідних, відправляють російських окупантів до…","AndreyPashin77"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","barbaraTschirre"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","econundertow"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","HungDan12265119"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","HD2onPBdotcom"
"negative","RT @diako_n1: The #Russia Dictatorship regim , out of desperation for casualties and the heavy cost of aggression against Ukraine, have now…","Stats4your"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","SamAnnMorris"
"neutral","RT @StratcomCentre: Antonov 225 Mriya after Russia came and went\n\n#StopRussia https://t.co/o0ebyq43bk","s9nk1"
"neutral","Szpital położniczy w Charkowie. Wszystko przeniesione do piwnic.\nFot. Marcus Yam\nhttps://t.co/FlcV77OBww… https://t.co/EhF5NH3iuP","Majewska0402"
"neutral","@RusEmbassyJ @mfa_russia ウクライナ国民の苦悩の思えば、多少のマイナス影響なんて何ともない。\n#StopRussia \n#StandWithUkraine\n#ウクライナ\n#ロシア","tkanao"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","dasewigelied"
"neutral","RT @rnbo_gov_ua: ❗️ЦПД звертається до урядів Франції, Угорщини та Німеччини з проханням вплинути на фармкомпанії, що ведуть бізнес в росії…","Gena61716191"
"neutral","RT @StratcomCentre: Antonov 225 Mriya after Russia came and went\n\n#StopRussia https://t.co/o0ebyq43bk","Shindensha"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","haugen_cammy"
"neutral","#Путин переплюнул #Гитлера. Пора Миру понять, что этого демона нужно изгонять всем миром. \n\n#Ukraine #Energodar… https://t.co/ZWDw5dO7ts","karabah_news"
"neutral","RT @dmitry_gordon: Освобожденные после обмена украинские военные уже направляются к своим родным\n#Украина #Россия #агрессияРоссии #вторжени…","Rinat9864"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","Janexio"
"neutral","RT @DefenceU: Хроніка 3️⃣7️⃣ дня героїчного протистояння українського народу російським загарбникам.\n\nРазом до перемоги! 💙💛\n#stoprussia #ми…","Cakecaramella"
"neutral","RT @With__Ukraine: 😡 Several russian missiles exploded in Kharkiv Central Park on April 2\n\n#StopRussianAggression #StopRussia https://t.co/…","schtinkygirl"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","TorgyTorger"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","TaiPan_Int"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","LenrThinking"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","samlavoie"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","Gauci10P"
"neutral","💔💔💔😢 #RussianUkrainianWar #StopRussianAggression #StopRussia https://t.co/1QixrucQ7T","ViktoriaIvanch2"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","Roger_Xanth_Day"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","Dordevica"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","frey_gail"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","Artski"
"neutral","https://t.co/VppdypMbuV #StopRussia #NotOnlyPutin https://t.co/xVvNVOhReU","Sylvia08905705"
"neutral","RT @rnbo_gov_ua: ❗️ЦПД звертається до урядів Франції, Угорщини та Німеччини з проханням вплинути на фармкомпанії, що ведуть бізнес в росії…","Oksi_smile_Oksi"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","olha_drozd"
"neutral","RT @armyinformcomua: 🇺🇦 flag is flying over the #Chornobyl nuclear power plant again.\n\n#StopRussia\n#UkraineUnderAttaсk #UkraineWillWin #Sla…","Olivier56999622"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","LivToBake"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","htoscho"
"neutral","💔💔💔 #StopRussia #Kyiv https://t.co/VpaK9dTlXw","Laurieluvsmolly"
"neutral","RT @KpsZSU: ⚡The Ukrainian Air Force would like to address misinformation published in multiple Western media outlets regarding the situati…","TTotoilet"
"positive","RT @DefenceU: 153 killed Ukrainian children will never be able to taste chocolate again. We call on @ritter_sport to leave russia and stop…","DNK95170144"
"neutral","RT @rnbo_gov_ua: ❗️ЦПД звертається до урядів Франції, Угорщини та Німеччини з проханням вплинути на фармкомпанії, що ведуть бізнес в росії…","Anna_Ukrainian"
"negative","hi. i want to remind that i have some #nft drops. \nI will be grateful if you support me in these desperate days for… https://t.co/2ZL8QwrBKI","phobia_poly"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","jenngatto"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","CHERKASYTODAY"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","myaidev"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","neonoto1"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","ohtheenvy"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","LebigreJacques1"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","HhJung2000"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Hulino"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","PeopleFutureDE"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Cincinuser"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","tobisagthey"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Lugges_"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","bineoallgaeu"
"neutral","この21世紀の世界は、『カラマーゾフの兄弟』に於いてイワンが語るような「神がいなければ全てが許される」世界ではないのです。我々の住む世界が斯様な悪魔的な無神論が許容される世界では決してない事にどうか気付いて下さい。そして武器を捨て… https://t.co/SsUK12BKYU","jizo2018"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","NepCata"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","struppi9999"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","theRuxy"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Peter_B_R"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","MiliVanili84"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","michaelvsondern"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","nicibe72"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","JC6581559086"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Rainer_Lenz"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","FreytagArndt"
"neutral","RT @WPSNCanada: Grateful to @parlcent &amp; @jacqui_oneill for a dialogue with Ukrainian women MPs\nTheir words were moving, as they spoke of de…","MaggieMay243"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Landi683"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","HoltzegelPetra"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","bvanselm"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","damabujn"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","MarcoHH15"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","steffenlaudi"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Michel46500490"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Loik_V"
"positive","🎥Famous Ukrainian 🇺🇦 travel blogger Anton Ptushkin @ptuxerman filmed a movie about the current situation in #Kyiv.… https://t.co/K78D1t5ZjK","SaveUkraineSave"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","EnigmaVon"
"neutral","#2Abril Van 37 días de invasión rusa en #Ucrania, 37 días de guerra, destrucción, dolor, desplazados, muerte, y tod… https://t.co/7BWHG5Y7jI","PioVona"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","5r0n6W1tchu"
"neutral","@Seoyeyon #stopthewar #peace https://t.co/4NvWH9MkAs","chngmin"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","FredPrevost2"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","wbdwyer13"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","CoopersKingdom"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Latzinger"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","AndereggHugo1"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","IvanaScharf"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","USpitzl"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","MrDrageno"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","mhwl70"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","DChevDesign"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","EH_Onizuka"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Dennio_Kaao"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","QuyenLucDen"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","carnationberlin"
"neutral","#Ukraine-Flaggen hier an der Polizeistation von #Lagos…FIM A GUERRA…#StopPutinNOW #StopTheWar https://t.co/G3GUo9E8c9","Nordstaedter"
"neutral","#animalrights #stopthewar #fuckthewar 👊 #djurensrättigheter #stoppakriget #fanakriget #AnimalCrossingNewHorizions… https://t.co/9bpu1e8l9C","HelenaBenOthman"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","OlenaKryzh156"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","falk_bender"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Reader76371061"
"neutral","#2Abril Van 37 días de invasión rusa en #Ucrania, 37 días de guerra, destrucción, dolor, desplazados, muerte, y tod… https://t.co/SfOBgydyh3","PioVona"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","geronimo1899"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","GarbaciakMichal"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","JanJger3"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","leonid_sirkis"
"negative","#Exclusive  See how Russia has broken a bridge in Sumy region, see people risking their lives on the bridge.… https://t.co/I1H0rcCTO8","sujitnewslive"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","MrHagiY0"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","Dave37879009"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","vernunftmann"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","danimac353"
"neutral","RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…","MattCollis1"
